company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,required_skill,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
netlabs global it services,sales support & operations,sales support & operations,1-3,1,2.0,3,entry (0–2),bengaluru,bangalore,bangalore,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['lead generation', 'inside sales', 'it sales', 'cloud sales']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Sales Support & Operations - Other', 'Industry Type: IT Services & Consulting', 'Department: Sales & Business Development', 'Employment Type: Full Time, Permanent', 'Role Category: Sales Support & Operations', 'UG: Any Graduate']"
infinity data technologies,sales support & operations,sales support & operations,8-13,8,10.5,13,senior (9–12),"pune, bengaluru",pune,pune,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['msp', 'sales', 'service sales', 'soc', 'itsm', 'managed services', 'it solution sales', 'cloud sales', 'siem', 'enterprise sales']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Sales Support & Operations - Other', 'Industry Type: IT Services & Consulting', 'Department: Sales & Business Development', 'Employment Type: Full Time, Permanent', 'Role Category: Sales Support & Operations', 'UG: Any Graduate']"
guidehouse,technical support,technical support,0-3,0,1.5,3,entry (0–2),thiruvananthapuram,thiruvananthapuram,thiruvananthapuram,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['ms office suite', 'analytical skills', 'san', 'staffing', 'information security', 'billing', 'hipaa', 'us healthcare', 'accounts receivable', 'claims processing']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Technical Support - Non Voice', 'Industry Type: Management Consulting', 'Department: Customer Success, Service & Operations', 'Employment Type: Full Time, Permanent', 'Role Category: Non Voice', 'UG: Any Graduate', 'PG: Any Postgraduate']"
prudent globaltech solutions,content creation,content creation,0-3,0,1.5,3,entry (0–2),hyderabad,hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['software development', 'cyber security', 'editing', 'salesforce', 'cloud computing', 'technical writing', 'data services', 'charts', 'proposal writing', 'documentation', 'content editing', 'adobe', 'graphics', 'content management', 'content writing', 'technical documentation']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Content Creation / Writer', 'Industry Type: IT Services & Consulting', 'Department: Content, Editorial & Journalism', 'Employment Type: Full Time, Permanent', 'Role Category: Content Management (Print / Online / Electronic)', 'UG: Any Graduate', 'PG: Any Postgraduate']"
hcltech,pre sales consultant,pre sales consultant,6-11,6,8.5,11,senior (9–12),"noida, chennai",delhi ncr,delhi ncr,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['cyber security', 'rfx', 'bid management', 'data center', 'network infrastructure', 'rfq', 'solutioning', 'rfp']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Pre Sales Consultant', 'Industry Type: IT Services & Consulting', 'Department: Sales & Business Development', 'Employment Type: Full Time, Permanent', 'Role Category: BD / Pre Sales', 'UG: Any Graduate']"
"ntt data, inc.",customer onboarding,customer onboarding,1-2,1,1.5,2,entry (0–2),gurugram,delhi ncr,delhi ncr,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['customer service', 'credit card operations', 'banking operations', 'credit cards', 'finance', 'antivirus', 'arcsight', 'soc', 'ip', 'information security', 'siem', 'financial services', 'malware analysis', 'ohsas 18001', 'regulations', 'chargeback', 'sailpoint', 'ids', 'logging', 'factory act', 'esm']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Customer Onboarding - Non Voice', 'Industry Type: IT Services & Consulting', 'Department: Customer Success, Service & Operations', 'Employment Type: Full Time, Permanent', 'Role Category: Non Voice', 'UG: Any Graduate', 'PG: Any Postgraduate']"
xiarch solutions,business development executive,business development executive,0-3,0,1.5,3,entry (0–2),gurugram,delhi ncr,delhi ncr,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['cold calling', 'outbound', 'cloud security', 'consulting', 'hipaa', 'ms office', 'internship', 'crm', 'scada', 'penetration testing']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Business Development Executive (BDE)', 'Industry Type: IT Services & Consulting', 'Department: Sales & Business Development', 'Employment Type: Full Time, Permanent', 'Role Category: BD / Pre Sales', 'UG: Any Graduate', 'PG: Any Postgraduate']"
protiviti india,security auditor,security auditor,4-9,4,6.5,9,mid (6–8),chennai,chennai,chennai,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['risk governance', 'it risk management', 'iso 27001', 'business impact analysis', 'it security', 'pci dss', 'cyber security', 'cobit', 'itgc', 'dlp', 'application security', 'nist']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Auditor', 'Industry Type: Management Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate']"
ahalia finforex,it support,it support,2-3,2,2.5,3,junior (3–5),"kochi, ernakulam",kochi,kochi,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['it support', 'technical support', 'it security', 'configuration', 'troubleshooting', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,"['Role: IT Support - Other', 'Industry Type: Financial Services', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Support', 'UG: Diploma in Any Specialization, Any Graduate', 'PG: Any Postgraduate']"
rkit labs,software development,software development,6-11,6,8.5,11,senior (9–12),hyderabad,hyderabad,hyderabad,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['data science', 'cyber security', 'networking', 'power bi', 'artificial intelligence', 'devops', 'react.js']",0,0,0,1,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Part Time, Freelance/Homebased', 'Role Category: Software Development', 'UG: Any Graduate']"
oryon,it support,it support,0-3,0,1.5,3,entry (0–2),"madurai, tiruchirapalli, coimbatore",madurai,madurai,city,2-6 Lacs P.A.,2-6 lacs,2.0,4.0,6.0,3-6 LPA,"['office 365', 'mail server', 'web hosting', 'cpanel', 'linux server', 'mcsa', 'redhat linux', 'lvm', 'ftp', 'dns', 'rackspace', 'ccna', 'dns server', 'server support', 'iis server', 'whm', 'ssh', 'apache', 'server monitoring', 'ssl', 'dhcp', 'zabbix', 'smtp', 'pop', 'yum', 'imap', 'postfix', 'exim', 'centos', 'rhel', 'rhce', 'iptables']",0,0,0,0,0,0,0,0,0,0,0,"['Role: IT Support - Other', 'Industry Type: Hardware & Networking', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Support', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization']"
tolia industries,hardware installation & maintenance,hardware installation & maintenance,2-7,2,4.5,7,junior (3–5),"mumbai, thane",mumbai,mumbai,city,2-4.5 Lacs P.A.,2-4.5 lacs,2.0,3.25,4.5,3-6 LPA,"['installation', 'hardware networking', 'sharepoint', 'user support', 'cyber security', 'data protection', 'network installation', 'domain server', 'server configuration', 'hardware', 'network administration', 'data security']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Hardware Installation & Maintenance', 'Industry Type: Industrial Equipment / Machinery', 'Department: Engineering - Hardware & Networks', 'Employment Type: Full Time, Permanent', 'Role Category: Hardware', 'UG: Any Graduate']"
unknown company,back office executive,back office executive,0-5,0,2.5,5,junior (3–5),"mohali, chandigarh, panchkula",chandigarh tricity,mohali,city,2-4 Lacs P.A.,2-4 lacs,2.0,3.0,4.0,3-6 LPA,"['bca', 'fresher', 'bpo', 'calling', 'admin', 'mca', 'training', 'office', 'commerce', 'customer handling', 'banking', 'domestic', 'support', 'technical support', 'bank', 'computer', 'operations', 'service', 'international', 'email', 'btech', 'non voice', 'kpo', 'mba', 'excel', 'voice', 'chat', 'undergraduate', 'ms office']",0,0,1,0,0,0,0,0,0,0,0,"['Role: Back Office Executive', 'Industry Type: BPM / BPO', 'Department: BFSI, Investments & Trading', 'Employment Type: Full Time, Permanent', 'Role Category: Banking Operations', 'UG: BDS in Any Specialization, BCA in Computers, B.Ed in Education, B.B.A/ B.M.S in Management, Diploma in Any Specialization, B.Com in Any Specialization, B.Pharma in Any Specialization, BFA in Any Specialization, B.A in Pass Course, Political Science, PR/Advertising, Psychology, Sanskrit, Sociology, Statistics, Vocational Course, Arts&Humanities, Communication, Economics, English, Film, Fine Arts, Hindi, History, Journalism, Hotel Management, Maths, B.P.Ed in Any Specialization, B.Tech/B.E. in Petroleum, Plastics, Production/Industrial, Textile, Electrical, Electronics/Telecommunication, Energy, Environmental, Instrumentation, Marine, Mechanical, Metallurgy, Mineral, Mining, Agriculture, Automobile, Aviation, Bio-Chemistry/Bio-Technology, Biomedical, Ceramics, Chemical, Civil, Computers, Nuclear, Paint/Oil, B.Arch in Architecture, Any Graduate, B.El.Ed in Any Specialization, B.Sc in Any Specialization, Other Graduate', 'PG: MBA/PGDM in Hospitality Management, Advertising/Mass Communication, Finance, HR/Industrial Relations, Information Technology, International Business, Marketing, Systems, Operations, MCA in Computers, M.Com in Commerce, M.A in Maths, Political Science, PR/ Advertising, Psychology, Sanskrit, Sociology, Statistics, Anthropology, Arts & Humanities, Communication, Economics, English, Film, Fine Arts, Hindi, History, Journalism, M.Tech in Petroleum, Plastics, Production/Industrial, Textile, Electrical, Electronics/Telecommunication, Energy, Environmental, Instrumentation, Marine, Mechanical, Metallurgy, Mineral, Mining, Agriculture, Automobile, Aviation, Bio-Chemistry/Bio-Technology, Biomedical, Ceramics, Chemical, Civil, Computers, Nuclear, Paint/Oil, MS/M.Sc(Science) in Biotechnology, Organic Chemistry, Optometry, Astronautical Engineering, Aerospace & Mechanical Engineering, Chemical Engineering & Materials Science, Civil & Environmental Engineering, Electrical Engineering, Industrial & Systems Engineering, Petroleum Engineering, Environmental science, Cyber Security Engineering, Food Technology, Data Informatics, Geology, Systems Architecting and Engineering, Home science, Mechanical Engineering, Maths, Marine Engineering, Microbiology, Electronics & Embedded Technology, Nursing, Mechatronics, Physics, Hospitality Administration, Statistics, Zoology, Agriculture, Anthropology, Bio-Chemistry, Biology, Botany, Chemistry, Computers, Dairy Technology, Electronics, Veterinary Science, PG Diploma in Chemical, Civil, Computers, Electrical']"
teksystems global services,desktop engineer,desktop engineer,1-2,1,1.5,2,entry (0–2),bengaluru,bangalore,bangalore,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['mcsa', 'desktop support', 'ccna', 'voice support', 'desktop troubleshooting', 'software installation']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Desktop Engineer', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Support', 'UG: BCA in Computers, Computer Applications, Data Science, Artificial Intelligence and Machine Learning, Computer Science, Cloud Computing, Cybersecurity, B.Tech/B.E. in Electronics/Telecommunication, Computer Science and Business System, AIML, Electronics And Communication Engineering, Information Science, Information Technology, Artificial Intelligence, Computer Engineering, Artificial Intelligence And Data Science, Electronics And Computer Engineering, Computers, Artificial Intelligence And Machine Learning, B.Sc in Data Science, Computer Technology, Information System Management, Artificial Intelligence and Data Science, Artificial Intelligence and Machine Learning, Computers, Computer Science, Information Science, Cyber Security, IT, Artificial Intelligence']"
capgemini,data platform engineer,engineering,3-6,3,4.5,6,junior (3–5),pune,pune,pune,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['continuous integration', 'etl', 'soc', 'siem', 'malware analysis', 'tcp', 'endpoint security', 'epo', 'ip', 'information security', 'dlp', 'ops', 'firewall', 'ids', 'splunk', 'mcafee', 'aws']",0,0,0,0,0,0,0,0,0,1,0,"['Role: Data Platform Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,it support,it support,1-3,1,2.0,3,entry (0–2),gurugram,delhi ncr,delhi ncr,city,0_to_3L,0_to_3l,0.0,1.5,3.0,0-3 LPA,"['siem', 'system administration', 'application support', 'troubleshooting', 'tcp', 'checkpoint', 'endpoint security', 'antivirus', 'epo', 'soc', 'ip', 'information security', 'dlp', 'ssl', 'malware analysis', 'encryption', 'firewall', 'ids', 'splunk', 'mcafee', 'finance']",0,0,0,0,0,0,0,0,0,0,0,"['Role: IT Support - Other', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Support', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
unknown company,chat support,chat support,0-5,0,2.5,5,junior (3–5),"mohali, chandigarh, panchkula",chandigarh tricity,mohali,city,1.5-3 Lacs P.A.,1.5-3 lacs,1.5,2.25,3.0,0-3 LPA,"['bpo', 'voice', 'mnc', 'technical', 'customer service', 'ielts', 'hr', 'sales', 'bank', 'operations', 'cashier', 'computer', 'backend', 'reception', 'immigration', 'btech', 'coordinator', 'manager', 'back office', 'non voice', 'kpo', 'it', 'mba', 'calling', 'fresher', 'payroll', 'data entry', 'front office']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Chat Support', 'Industry Type: BPM / BPO', 'Department: Customer Success, Service & Operations', 'Employment Type: Full Time, Permanent', 'Role Category: Non Voice', 'UG: B.U.M.S in Any Specialization, B.Arch in Architecture, B.El.Ed in Any Specialization, B.Sc in Food Technology, Hospitality and Hotel Management, Geology, Optometry, Home Science, Maths, Microbiology, Nursing, Physics, Statistics, Zoology, Agriculture, Anthropology, Bio-Chemistry, Biology, Botany, Chemistry, Computers, Dairy Technology, Electronics, General, Environmental Science, B.P.Ed in Any Specialization, Other Graduate, B.Tech/B.E. in Petroleum, Plastics, Production/Industrial, Textile, Electrical, Electronics/Telecommunication, Energy, Environmental, Instrumentation, Marine, Mechanical, Metallurgy, Mineral, Mining, Agriculture, Automobile, Aviation, Bio-Chemistry/Bio-Technology, Biomedical, Ceramics, Chemical, Civil, Computers, Nuclear, Paint/Oil, B.Ed in Any Specialization, B.Com in Commerce, B.Des. in Any Specialization, B.Pharma in Any Specialization, BDS in Any Specialization, Diploma in Hotel Management, Insurance, Management, Mechanical, Tourism, Visual Arts, Vocational Course, Architecture, Chemical, Civil, Computers, Electrical, Electronics/Telecommunication, Engineering, Export/Import, Fashion Designing/Other Designing, Graphic/ Web Designing, BCA in Computers, B.B.A/ B.M.S in Management, BAMS in Any Specialization, BFA in Painting, Sculpture, Art History, Printmaking, Visual Communication, B.A in Pass Course, Political Science, PR/Advertising, Psychology, Sanskrit, Sociology, Statistics, Vocational Course, Arts&Humanities, Communication, Economics, English, Film, Fine Arts, Hindi, History, Journalism, Hotel Management, Maths, Any Graduate', 'PG: MBA/PGDM in Hospitality Management, Advertising/Mass Communication, Finance, HR/Industrial Relations, Information Technology, International Business, Marketing, Systems, Operations, MCA in Computers, M.Com in Any Specialization, M.Tech in Any Specialization, PG Diploma in Chemical, Civil, Computers, Electrical, Electronics, Mechanical, M.Ed in Any Specialization, Any Postgraduate, M.Ch in Any Specialization, M.Des. in Any Specialization, CS in CS, Other Post Graduate, CA in CA, Pursuing, First Attempt, Second Attempt, M.Pharma in Any Specialization, M.A in Maths, Political Science, PR/ Advertising, Psychology, Sanskrit, Sociology, Statistics, Anthropology, Arts & Humanities, Communication, Economics, English, Film, Fine Arts, Hindi, History, Journalism, MS/M.Sc(Science) in Biotechnology, Organic Chemistry, Optometry, Astronautical Engineering, Aerospace & Mechanical Engineering, Chemical Engineering & Materials Science, Civil & Environmental Engineering, Electrical Engineering, Industrial & Systems Engineering, Petroleum Engineering, Environmental science, Cyber Security Engineering, Food Technology, Data Informatics, Geology, Systems Architecting and Engineering, Home science, Mechanical Engineering, Maths, Marine Engineering, Microbiology, Electronics & Embedded Technology, Nursing, Mechatronics, Physics, Hospitality Administration, Statistics, Zoology, Agriculture, Anthropology, Bio-Chemistry, Biology, Botany, Chemistry, Computers, Dairy Technology, Electronics, Veterinary Science']"
